0.000000000000000000e+00 8.101007441230106965e-02 3.015111374507613642e-02 2.731266974747407691e-02 2.947334340888523377e-02 5.790550685801732427e-05 -9.796574576008434260e-03 -1.104591150993144890e-03 -2.174526086857433115e-03 7.554173804324540746e-04
1.000000000000000056e-01 -1.804856603063392448e-02 -7.661058368715212979e-03 -1.778433603226262094e-02 -1.428152841642647657e-02 -1.269831053989292288e-02 -1.453245420002143365e-02 -6.592143328509961382e-03 -9.763938764169519113e-03 -7.970302179453084626e-03
2.000000000000000111e-01 3.917711144494306907e-02 -7.312758865650134665e-02 1.120175394413252395e-02 -6.697926215570423891e-02 -2.975229026800696452e-02 -1.079326497595636813e-02 -1.607387063564839208e-02 -2.017779044469849431e-02 -1.584836510602782508e-02
3.000000000000000444e-01 -1.142280116303122026e-02 2.245536110181954592e-02 1.699326828423392000e-02 -5.384000469048901699e-02 -8.747402173224168992e-03 -1.716751152045790929e-02 -2.028920520134787006e-02 -2.165161019386745156e-02 -2.090943926119410295e-02
4.000000000000000222e-01 6.054575573103122832e-02 -1.466392687499377262e-03 -1.577110563342438293e-03 -6.671261729741038982e-02 -2.565529166114294268e-02 -2.349479860184424534e-02 -2.311857474000659704e-02 -2.297304954866989657e-02 -2.327955834059669202e-02
5.000000000000000000e-01 1.806987056603408248e-02 6.624253335544799670e-02 -3.818475492363052753e-02 5.169160837761501565e-03 -6.814444201024880132e-03 -1.939691157258807350e-02 -1.537288625842834003e-02 -1.994668608028304230e-02 -1.889173973677299792e-02
6.000000000000000888e-01 -2.953712301332428458e-02 -9.001171366811057395e-02 -3.831616008727205258e-02 2.232365656437729912e-02 8.519575365948592327e-04 -1.721646240084990023e-02 -1.753240262920920806e-02 -1.475684587983016986e-02 -1.651091847809892446e-02
7.000000000000000666e-01 5.217263928165196546e-02 -9.794076934664858181e-02 -3.037256415823592209e-02 -1.075269136725546561e-02 -9.425558542118465249e-03 -1.634177007768662648e-02 -1.078045470816005498e-02 -1.357926380123679333e-02 -1.215424887253810197e-02
8.000000000000000444e-01 -5.097571631642188600e-02 -7.255305696180947006e-02 -3.873556365400573215e-02 1.428556878387337789e-02 5.601337495044555331e-03 -2.199954308601627818e-03 -7.119087218936538675e-03 -3.358110372353627186e-03 -2.812692145883404198e-03
9.000000000000000222e-01 -4.055763594086840909e-03 -5.672263085184175990e-02 4.565642403536041699e-02 -1.337567155083438028e-02 1.378151312974168138e-02 -5.512815893335644077e-04 2.013317170285355839e-03 5.310422336605386331e-03 5.417814321745892912e-03
1.000000000000000000e+00 1.028553973467405541e-01 5.517444896549995523e-03 1.354642087857665933e-02 -1.537526714624822682e-02 9.351779130107575055e-03 1.490536002826927525e-02 9.745928517242288119e-03 1.388714928279497982e-02 1.467154252220847013e-02
1.100000000000000089e+00 -1.169185158435012695e-02 3.689580474115310843e-03 7.598367733108714328e-03 3.402277619959320071e-02 2.662437270028462574e-02 2.516754042727875618e-02 2.904131850288940719e-02 2.897544552388417460e-02 2.769551168419163989e-02
1.200000000000000178e+00 -4.744247563299713866e-02 1.993799380879967414e-02 5.213363856787527062e-02 3.837478510554746813e-02 3.874054251660254133e-02 5.231013765798502718e-02 4.004593762649343719e-02 4.470917009630233363e-02 4.282640818958721729e-02
1.300000000000000044e+00 5.642438555108817561e-02 1.438384321074310246e-01 4.335474930545200195e-02 5.025149000037592434e-02 5.809719382059339715e-02 5.898067362067151848e-02 5.137354935968737463e-02 5.610953371619213648e-02 5.636250026494984966e-02
1.400000000000000133e+00 9.890339739462711277e-02 1.159916141531202316e-01 7.965619754052145896e-02 5.553596235531692293e-02 8.326308815134306207e-02 6.975546133979595997e-02 6.674283610083241169e-02 6.747003003230191143e-02 6.879913114933196294e-02
1.500000000000000000e+00 1.096794608116204717e-01 1.164005557235872901e-01 1.013721381850762188e-01 1.030443443855587476e-01 8.098181580920177369e-02 9.038954372306517993e-02 8.733358126600593296e-02 8.616760825132517565e-02 8.390676083746180514e-02
1.600000000000000089e+00 -9.144818827461864696e-02 3.724811591308470338e-02 1.352561771115226852e-01 1.244011420902920717e-01 1.045352888385541607e-01 1.027607178517305070e-01 9.988281061800885485e-02 9.980571840130227079e-02 1.020718668601455492e-01
1.700000000000000178e+00 2.005206630021782455e-01 1.123728068460642660e-01 9.048107946969462245e-02 9.699268597104951373e-02 1.239873108974770821e-01 1.240765520671124333e-01 1.223638912277568436e-01 1.157362930470619278e-01 1.167620482368501439e-01
1.800000000000000044e+00 4.891119229401492963e-02 1.443228289760814520e-01 7.061650677817528365e-02 1.636317046520549823e-01 1.424810088759756177e-01 1.312138250110432558e-01 1.320980925003841233e-01 1.301981778681229329e-01 1.336572902445772038e-01
1.900000000000000133e+00 8.755226143387975779e-02 1.474269044471429591e-01 1.404976038201340149e-01 1.757835746231953267e-01 1.556924872508523572e-01 1.441208871940542480e-01 1.493286578232370099e-01 1.451793728948995721e-01 1.461006578162792890e-01
2.000000000000000000e+00 -4.754012194746029540e-02 1.665266011880480734e-01 1.713931191406089516e-01 1.296339733035244413e-01 1.527140807853792637e-01 1.595004746676987606e-01 1.648499185262314870e-01 1.597173981206579385e-01 1.612717264020539776e-01
2.100000000000000089e+00 2.946128060051804720e-01 1.388601778189310076e-01 1.377419081055256678e-01 1.816471476875899660e-01 1.772942049116105478e-01 1.777615397856303070e-01 1.682768335618382571e-01 1.726786156251698678e-01 1.713694027910027673e-01
2.200000000000000178e+00 1.924088708748484811e-01 2.026598034958957961e-01 1.703630885699896624e-01 1.815482897461246081e-01 1.883018241983308860e-01 1.831660871681077551e-01 1.831617539446947218e-01 1.832824908831851285e-01 1.832782200217062119e-01
